Rk;Player;Nation;Pos;Squad;Comp;AgeMP;Starts;Min;Goals;Shots;SoT
1205;Petko Hristov;BUL;DF;Spezia;Serie A;2317;13;1248;0.07;0.14;0.07
1206;Ajdin Hrustic;AUS;MF;Eint Frankfurt;Bundesliga;2523;9;964;0.19;2.71;0.75
1207;Timo H�bers;GER;DF;K�ln;Bundesliga;2520;20;1740;0.05;0.52;0.16
1208;Benjamin H�bner;GER;DF;Hoffenheim;Bundesliga;325;5;375;0.24;1.9;0.71
1209;Callum Hudson-Odoi;ENG;FWMF;Chelsea;Premier League;2115;11;962;0.09;1.59;0.65
1210;Will Hughes;ENG;MF;Crystal Palace;Premier League;2716;13;1053;0;0.51;0
1211;Mats Hummels;GER;DF;Dortmund;Bundesliga;3323;20;1765;0.05;0.61;0.15
1212;Elseid Hysaj;ALB;DF;Lazio;Serie A;2829;24;2027;0.04;0.18;0.09
1213;Suk Hyun-jun;KOR;FWMF;Troyes;Ligue 1;309;0;153;0;4.71;1.18
1214;Pierre H�jbjerg;DEN;MF;Tottenham;Premier League;2636;36;3196;0.06;0.87;0.28
1215;Iago;BRA;DF;Augsburg;Bundesliga;2528;26;2174;0.08;0.5;0.21
1216;Robert Ib��ez;ESP;MF;Osasuna;La Liga;294;1;93;0;3;0
1217;Roger Ibanez;BRA;DF;Roma;Serie A;2334;32;2889;0.09;0.62;0.16
1218;Vicente Iborra;ESP;MF;Villarreal;La Liga;3420;12;1034;0;0.7;0.17
1219;Zlatan Ibrahimovi?;SWE;FW;Milan;Serie A;4023;11;1016;0.71;4.34;1.5
1220;Mauro Icardi;ARG;FW;Paris S-G;Ligue 1;2924;10;1027;0.35;2.46;0.88
1221;Adam Idah;IRL;FWMF;Norwich City;Premier League;2117;6;625;0.14;2.03;0.58
1222;Oussama Idrissi;MAR;FWMF;Sevilla;La Liga;265;2;127;0;2.86;1.43
1223;Oussama Idrissi;MAR;MF;C�diz;La Liga;2612;11;902;0.1;2.1;0.8
1224;Iglesias;ESP;DF;Getafe;La Liga;2320;7;719;0;0.63;0
1225;Borja Iglesias;ESP;FW;Betis;La Liga;2933;18;1573;0.57;2.17;0.97
1226;Jonathan Iglesias;URU;MF;Clermont Foot;Ligue 1;3315;5;579;0;0.16;0
1227;Juan Ignacio Ram�rez;URU;FW;Saint-�tienne;Ligue 1;255;1;126;0;1.43;0
1228;Igor;BRA;DF;Fiorentina;Serie A;2430;23;2242;0;0.28;0.04
1229;Kelechi Iheanacho;NGA;FW;Leicester City;Premier League;2526;13;1264;0.29;2.21;0.79
1230;Danylo Ihnatenko;UKR;MF;Bordeaux;Ligue 1;2511;7;692;0;1.56;0.13
1231;Jonathan Ikone;FRA;MFFW;Lille;Ligue 1;2418;13;1062;0.08;1.86;0.68
1232;Jonathan Ikone;FRA;FW;Fiorentina;Serie A;2417;7;649;0.14;2.22;0.83
1233;Ivan Ili?;SRB;MF;Hellas Verona;Serie A;2132;30;2526;0.04;0.78;0.18
1234;Josip Ili?i?;SVN;FWMF;Atalanta;Serie A;3420;8;841;0.32;3.33;0.75
1235;Asier Illarramendi;ESP;MF;Real Sociedad;La Liga;328;6;374;0;0;0
1236;Stefan Ilsanker;AUT;DFMF;Eint Frankfurt;Bundesliga;3312;3;266;0;1.33;0
1237;Ciro Immobile;ITA;FW;Lazio;Serie A;3231;31;2711;0.9;3.62;1.66
1238;Burak �nce;TUR;FW;Arminia;Bundesliga;185;1;139;0;2.67;1.33
1239;Danny Ings;ENG;FW;Aston Villa;Premier League;2930;22;1898;0.33;2.27;0.81
1240;Marcus Ingvartsen;DEN;MF;Union Berlin;Bundesliga;262;2;122;0;0.71;0.71
1241;Marcus Ingvartsen;DEN;FWMF;Mainz 05;Bundesliga;2626;6;680;0.79;3.16;1.45
1242;Bonke Innocent;NGA;MF;Lorient;Ligue 1;2612;11;874;0;0.31;0.1
1243;Lorenzo Insigne;ITA;FW;Napoli;Serie A;3032;28;2290;0.43;3.19;0.94
1244;Nikita Iosifov;RUS;MF;Villarreal;La Liga;211;0;1;0;0;0
1245;Tim Iroegbunam;ENG;MF;Aston Villa;Premier League;183;1;92;0;1;0
1246;Alexander Isak;SWE;FW;Real Sociedad;La Liga;2232;26;2140;0.25;2.98;1.34
1247;Isco;ESP;MFFW;Real Madrid;La Liga;3013;2;267;0.33;3.67;1
1248;Wilson Isidor;FRA;FWMF;Monaco;Ligue 1;214;0;50;0;1.67;0
1249;Ardian Ismajli;ALB;DF;Empoli;Serie A;2520;13;1272;0;0.35;0.07
1250;Hiroki Ito;JPN;DF;Stuttgart;Bundesliga;2329;26;2348;0.04;0.46;0.08
1251;Cedric Itten;SUI;FW;Greuther F�rth;Bundesliga;2512;7;635;0.28;2.25;1.27
1252;Gian-Luca Itter;GER;DF;Greuther F�rth;Bundesliga;2324;16;1455;0;0.31;0.06
1253;Alex Iwobi;NGA;MFDF;Everton;Premier League;2628;22;2035;0.09;1.06;0.27
1254;Armando Izzo;ITA;DF;Torino;Serie A;3011;6;526;0;0.86;0.52
1255;Nicolas Jackson;SEN;FW;Villarreal;La Liga;209;0;165;0;2.78;0.56
1256;Lee Jae-sung;KOR;MFFW;Mainz 05;Bundesliga;2927;19;1436;0.25;1.63;0.63
1257;Paul Jaeckel;GER;DF;Union Berlin;Bundesliga;2324;22;2047;0;0.13;0
1258;Mato Jajalo;BIH;MF;Udinese;Serie A;3422;6;629;0;0.71;0
1259;Kristijan Jaki?;CRO;MF;Eint Frankfurt;Bundesliga;2526;21;1879;0.05;1.39;0.33
1260;Ismail Jakobs;GER;DFFW;Monaco;Ligue 1;2228;10;1203;0;0.37;0.07
1261;Marin Jakoli�;CRO;FW;Angers;Ligue 1;2510;2;229;0;3.6;1.2
1262;Abdel Jalil Medioub;ALG;DF;Bordeaux;Ligue 1;2410;6;622;0;0.43;0
1263;Daniel James;WAL;FW;Manchester Utd;Premier League;242;2;126;0;2.86;0.71
1264;Daniel James;WAL;FWMF;Leeds United;Premier League;2432;29;2366;0.15;1.98;0.57
1265;Reece James;ENG;DF;Chelsea;Premier League;2226;22;1864;0.24;1.79;0.48
1266;Vitaly Janelt;GER;MF;Brentford;Premier League;2431;27;2298;0.16;1.18;0.43
1267;Jakub Jankto;CZE;DFMF;Getafe;La Liga;2614;6;587;0;0.92;0
1268;Pontus Jansson;SWE;DF;Brentford;Premier League;3137;37;3321;0.08;0.62;0.27
1269;Tony Jantschke;GER;DF;M'Gladbach;Bundesliga;323;3;225;0;0.4;0
1270;Adnan Januzaj;BEL;FWMF;Real Sociedad;La Liga;2733;17;1625;0.17;2.21;0.72
1271;Pawe? Jaroszy?ski;POL;DF;Salernitana;Serie A;2713;4;516;0;0.35;0.18
1272;Jason;ESP;MFFW;Alav�s;La Liga;2714;10;678;0;1.2;0.27
1273;Jason;ESP;MFDF;Valencia;La Liga;275;1;75;0;2.5;0
1274;Dennis Jastrzembski;POL;DFFW;Hertha BSC;Bundesliga;228;1;225;0;0.4;0
1275;Luis Javier Su�rez;COL;FW;Granada;La Liga;2436;33;2782;0.26;2.78;0.87
1276;Corentin Jean;FRA;FWDF;Lens;Ligue 1;2617;1;255;0.36;2.5;0.71
1277;Jemerson;BRA;DF;Metz;Ligue 1;2915;15;1202;0;0.37;0.15
1278;Fredrik Jensen;FIN;MFFW;Augsburg;Bundesliga;2412;2;418;0;1.3;0.22
1279;Mathias Jensen;DEN;MF;Brentford;Premier League;2631;19;1601;0;1.07;0.34
1280;Moritz Jenz;GER;DF;Lorient;Ligue 1;2317;16;1381;0.07;0.52;0.07
1281;Gabriel Jesus;BRA;FW;Manchester City;Premier League;2528;21;1877;0.38;3.01;1
1282;Juan Jesus;BRA;DF;Napoli;Serie A;3021;14;1278;0.07;0.28;0.07
1283;�lvaro Jim�nez;ESP;MFFW;C�diz;La Liga;279;1;234;0;0.77;0.38
1284;Ra�l Jim�nez;MEX;FW;Wolves;Premier League;3134;30;2631;0.21;1.95;0.51
1285;Joaqu�n;ESP;FWMF;Betis;La Liga;4021;2;471;0;2.12;0.77
1286;Joelinton;BRA;MFFW;Newcastle Utd;Premier League;2535;30;2558;0.14;1.62;0.49
1287;Jofre;ESP;MFDF;Espanyol;La Liga;203;0;20;0;0;0
1288;Marco John;GER;DF;Hoffenheim;Bundesliga;202;0;42;0;0;0
1289;Dennis Johnsen;NOR;FWMF;Venezia;Serie A;2426;17;1445;0.06;0.87;0.31
1290;Ben Johnson;ENG;DF;West Ham;Premier League;2220;16;1397;0.06;0.32;0.06
1291;Curtis Jones;ENG;MF;Liverpool;Premier League;2115;10;851;0.11;2;0.74
1292;Phil Jones;ENG;DF;Manchester Utd;Premier League;304;2;163;0;0;0
1293;Frenkie de Jong;NED;MF;Barcelona;La Liga;2532;30;2476;0.11;0.62;0.25
1294;Luuk de Jong;NED;FW;Barcelona;La Liga;3121;6;654;0.82;3.56;1.23
1295;Joan Jord�n;ESP;MF;Sevilla;La Liga;2736;31;2514;0;0.57;0.04
1296;Kaio Jorge;BRA;MFFW;Juventus;Serie A;209;0;121;0;3.85;0.77
1297;Jorginho;ITA;MF;Chelsea;Premier League;3029;26;2273;0.24;0.36;0.08
1298;Josan;ESP;DFMF;Elche;La Liga;3231;10;1211;0.15;0.89;0.3
1299;Willian Jos�;BRA;FW;Betis;La Liga;3032;19;1604;0.51;1.8;0.45
1300;Joselu;ESP;FW;Alav�s;La Liga;3237;35;3122;0.4;2.59;0.95
1301;Josema;ESP;DF;Elche;La Liga;256;1;183;0;0;0
1302;Lenny Joseph;FRA;FWMF;Metz;Ligue 1;218;0;153;0;0;0
1303;Diogo Jota;POR;FW;Liverpool;Premier League;2535;27;2364;0.57;3.46;1.25
1304;Stevan Joveti?;MNE;FW;Hertha BSC;Bundesliga;3218;13;1017;0.53;3.98;1.42
1305;Luka Jovi?;SRB;FW;Real Madrid;La Liga;2415;1;369;0.24;3.9;0.98
1306;Miguel Juan Llambrich;ESP;DF;Espanyol;La Liga;262;1;70;0;0;0
1307;Jos� Juan Mac�as;MEX;FWMF;Getafe;La Liga;227;2;201;0;1.82;0
1308;Juanmi;ESP;FW;Betis;La Liga;2933;26;2131;0.68;2.32;1.27
1309;Gideon Jung;GER;DF;Greuther F�rth;Bundesliga;275;1;142;0;0;0
1310;Flavio Junior Bianchi;ITA;FWMF;Genoa;Serie A;227;4;314;0.29;3.14;0.86
1311;Hamed Junior Traor�;CIV;FWMF;Sassuolo;Serie A;2231;21;1775;0.36;2.59;1.12
1312;Lago Junior;CIV;FWMF;Mallorca;La Liga;316;1;177;0;3;0.5
1313;Vinicius J�nior;BRA;FW;Real Madrid;La Liga;2135;30;2690;0.57;2.71;1.4
1314;James Justin;ENG;DF;Leicester City;Premier League;2413;11;998;0;0.45;0.09
1315;Jutgl�;ESP;FW;Barcelona;La Liga;236;4;301;0.3;3.03;1.21
1316;Jens J�nsson;DEN;MF;C�diz;La Liga;2922;17;1303;0;0.41;0
1317;Mathias J�rgensen;DEN;DF;Brentford;Premier League;328;6;518;0.17;0.34;0.17
1318;Ozan Kabak;TUR;DF;Norwich City;Premier League;2211;11;922;0;0.39;0.2
1319;Christian Kabasele;BEL;DF;Watford;Premier League;3116;12;1193;0;0.53;0
1320;Issa Kabor�;BFA;DF;Troyes;Ligue 1;2131;26;2254;0;0.28;0.08
1321;Anton Kade;GER;MFDF;Hertha BSC;Bundesliga;184;0;77;0;1.11;1.11
1322;Pavel Kade?�bek;CZE;DF;Hoffenheim;Bundesliga;3019;14;1195;0.08;0.83;0.15
1323;Tino Kadewere;ZIM;FW;Lyon;Ligue 1;2615;3;506;0.18;3.21;1.25
1324;Florian Kainz;AUT;MFFW;K�ln;Bundesliga;2932;31;2320;0.16;1.55;0.54
1325;Ga�l Kakuta;COD;MFFW;Lens;Ligue 1;3029;20;1673;0.16;2.1;0.75
1326;Sasa Kalajdzic;AUT;FW;Stuttgart;Bundesliga;2415;13;1221;0.44;2.65;0.96
1327;Arnaud Kalimuendo;FRA;FW;Paris S-G;Ligue 1;202;0;8;0;0;0
1328;Arnaud Kalimuendo;FRA;FW;Lens;Ligue 1;2032;27;2148;0.5;2.51;1.21
1329;Nikola Kalini?;CRO;FW;Hellas Verona;Serie A;3414;4;406;0.89;2.89;0.89
1330;Yayah Kallon;SLE;FWMF;Genoa;Serie A;2015;5;636;0;1.55;0.14
1331;Felix Kalu Nmecha;GER;MFFW;Wolfsburg;Bundesliga;2116;1;323;0;2.5;1.39
1332;Samuel Kalu;NGA;FW;Watford;Premier League;244;2;222;0;1.6;0.4
1333;Samuel Kalu;NGA;FWMF;Bordeaux;Ligue 1;2411;3;328;0.28;3.61;2.22
1334;Pierre Kalulu;FRA;DF;Milan;Serie A;2128;21;1944;0.05;0.23;0.09
1335;Daichi Kamada;JPN;MFFW;Eint Frankfurt;Bundesliga;2532;23;2139;0.17;1.51;0.29
1336;Boubacar Kamara;FRA;MFDF;Marseille;Ligue 1;2234;31;2778;0.03;0.71;0.1
1337;Hassane Kamara;CIV;MFDF;Nice;Ligue 1;2811;7;544;0;2;0.17
1338;Hassane Kamara;CIV;DF;Watford;Premier League;2819;18;1623;0.06;0.28;0.06
1339;Dimitrije Kamenovi?;SRB;DF;Lazio;Serie A;211;0;45;0;2;0
1340;Kevin Kampl;SVN;MF;RB Leipzig;Bundesliga;3127;25;1899;0;0.38;0.09
1341;Jean-Armel Kana-Biyik;CMR;DF;Metz;Ligue 1;3210;8;664;0;0.14;0
1342;Nordine Kandil;FRA;MFFW;Strasbourg;Ligue 1;205;0;90;0;1;0
1343;Harry Kane;ENG;FW;Tottenham;Premier League;2837;36;3232;0.47;3.65;1.42
1344;Lee Kangin;KOR;MFFW;Mallorca;La Liga;2130;15;1411;0.06;2.23;0.83
1345;N'Golo Kant�;FRA;MF;Chelsea;Premier League;3126;21;1773;0.1;0.86;0.46
1346;Stefanos Kapino;GRE;GK;Arminia;Bundesliga;281;1;90;0;0;0
1347;Atakan Karazor;GER;MF;Stuttgart;Bundesliga;2524;23;1898;0;0.43;0.09
1348;Rick Karsdorp;NED;DF;Roma;Serie A;2736;32;2883;0;0.06;0.03
1349;Denso Kasius;NED;DF;Bologna;Serie A;197;1;180;0;1;0.5
1350;Grigoris Kastanos;CYP;MFFW;Salernitana;Serie A;2427;16;1348;0.07;1.87;0.53
1351;Silas Katompa;COD;MFFW;Stuttgart;Bundesliga;239;3;277;0;0.65;0
1352;Noah Katterbach;GER;DF;K�ln;Bundesliga;211;0;16;0;0;0
1353;Eiji Kawashima;JPN;GK;Strasbourg;Ligue 1;391;1;90;0;0;0
1354;Edo Kayembe;COD;MF;Watford;Premier League;2313;9;799;0;0.67;0
1355;Moise Kean;ITA;FW;Everton;Premier League;221;0;1;0;0;0
1356;Moise Kean;ITA;FW;Juventus;Serie A;2232;12;1098;0.41;2.3;0.82
1357;Michael Keane;ENG;DF;Everton;Premier League;2932;31;2792;0.1;0.65;0.19
1358;Ilan Kebbal;ALG;MFFW;Reims;Ligue 1;2331;21;1772;0.05;1.37;0.3
1359;Wajdi Kechrida;TUN;DFMF;Salernitana;Serie A;2617;10;952;0;0.57;0.09
1360;Thilo Kehrer;GER;DF;Paris S-G;Ligue 1;2527;16;1513;0.12;0.54;0.24
1361;Habib Keita;MLI;MFFW;Lyon;Ligue 1;203;0;7;0;20;20
1362;Naby Ke�ta;GUI;MF;Liverpool;Premier League;2723;14;1173;0.23;2;0.54
1363;Yannik Keitel;GER;MF;Freiburg;Bundesliga;2212;5;504;0;1.96;0.36
1364;Caoimh�n Kelleher;IRL;GK;Liverpool;Premier League;232;2;180;0;0;0
1365;Marc-Oliver Kempf;GER;DF;Hertha BSC;Bundesliga;2712;12;1051;0;0.68;0.09
1366;Marc-Oliver Kempf;GER;DF;Stuttgart;Bundesliga;2712;10;840;0.32;1.4;0.65
1367;Kenedy;BRA;DF;Chelsea;Premier League;261;1;58;0;1.67;0
1368;Jonjoe Kenny;ENG;DF;Everton;Premier League;2515;11;1018;0;0.44;0
1369;Dimitrios Keramitsis;GRE;DF;Roma;Serie A;171;0;1;0;0;0
1370;Franck Kessi�;CIV;MF;Milan;Serie A;2531;25;2308;0.23;1.25;0.31
1371;Sa�f-Eddine Khaoui;TUN;MFFW;Clermont Foot;Ligue 1;2723;9;927;0.1;1.84;0.68
1372;Wahbi Khazri;TUN;FWMF;Saint-�tienne;Ligue 1;3130;26;2225;0.4;2.83;0.73
1373;Rani Khedira;GER;MF;Union Berlin;Bundesliga;2832;32;2757;0;0.42;0.07
1374;Kike;ESP;FW;Osasuna;La Liga;3233;18;1862;0.24;2.46;0.92
1375;Luca Kilian;GER;FW;Mainz 05;Bundesliga;221;0;1;0;0;0
1376;Luca Kilian;GER;DF;K�ln;Bundesliga;2230;25;2281;0.04;0.2;0.08
1377;Max Kilman;ENG;DF;Wolves;Premier League;2530;30;2687;0.03;0.43;0.13
1378;Joshua Kimmich;GER;MF;Bayern Munich;Bundesliga;2728;28;2474;0.11;0.98;0.29
1379;Presnel Kimpembe;FRA;DF;Paris S-G;Ligue 1;2630;29;2576;0.03;0.24;0.03
1380;Joshua King;NOR;FW;Watford;Premier League;3032;27;2248;0.2;1.92;0.72
1381;Jakub Kiwior;POL;MF;Spezia;Serie A;2222;21;1964;0;0.41;0.18
1382;Sofian Kiyine;MAR;MFFW;Venezia;Serie A;2426;14;1239;0.07;1.45;0.36
1383;Simon Kj�r;DEN;DF;Milan;Serie A;3311;10;802;0;0.56;0.11
1384;Kristoffer Klaesson;NOR;GK;Leeds United;Premier League;211;0;36;0;0;0
1385;Philipp Klement;GER;MFFW;Stuttgart;Bundesliga;296;3;338;0.26;1.58;0.53
1386;Mateusz Klich;POL;MF;Leeds United;Premier League;3133;26;2073;0.04;1.83;0.78
1387;Thibault Klidje;TOG;DFFW;Bordeaux;Ligue 1;205;0;86;0;1;0
1388;Mateo Klimowicz;GER;FWMF;Stuttgart;Bundesliga;2115;7;603;0;1.64;0.45
